Datetime,generation,temp,feelslike,dew,humidity,precip,precipprob,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,season,sunheight,generation_lag_1,generation_lag_2,generation_lag_3,temp_lag_1,temp_lag_2,temp_lag_3,humidity_lag_1,humidity_lag_2,humidity_lag_3,solarradiation_lag_1,solarradiation_lag_2,solarradiation_lag_3,cloudcover_lag_1,cloudcover_lag_2,cloudcover_lag_3
2022-06-22 08:00:00,8.0,12.3,12.3,9.3,81.91,0.0,0.0,0.0,0.0,50.8,27.4,303.6,1008.0,100.0,24.1,19,0.1,0,10,Overcast,cloudy,Summer,51.357737389816535,8.0,1.0,0.0,12.0,11.5,11.9,81.32,86.35,80.76,7.0,1.0,0.0,91.1,91.1,100.0
2022-06-22 09:00:00,127.0,13.9,13.9,9.7,76.01,0.555,100.0,0.0,0.0,54.0,14.4,311.0,1009.4,91.1,15.5,23,0.1,0,10,"Rain, Overcast",rain,Summer,58.62383581841659,8.0,8.0,1.0,12.3,12.0,11.5,81.91,81.32,86.35,19.0,7.0,1.0,100.0,91.1,91.1
2022-06-22 10:00:00,293.0,14.3,14.3,10.2,76.37,0.0,0.0,0.0,0.0,53.6,25.9,316.4,1009.0,94.5,24.1,28,0.1,0,10,Overcast,cloudy,Summer,62.766268430264034,127.0,8.0,8.0,13.9,12.3,12.0,76.01,81.91,81.32,23.0,19.0,7.0,91.1,100.0,91.1
2022-06-22 11:00:00,622.0,16.0,16.0,9.9,67.1,0.0,0.0,0.0,0.0,50.4,25.6,322.1,1009.0,85.0,24.1,52,0.2,1,10,Partially cloudy,partly-cloudy-day,Summer,62.22542827517174,293.0,127.0,8.0,14.3,13.9,12.3,76.37,76.01,81.91,28.0,23.0,19.0,94.5,91.1,100.0
2022-06-22 12:00:00,642.0,18.5,18.5,10.4,59.08,0.0,0.0,0.0,0.0,56.9,19.6,304.0,1009.4,60.0,15.5,562,2.0,6,10,Partially cloudy,partly-cloudy-day,Summer,57.244422237582754,622.0,293.0,127.0,16.0,14.3,13.9,67.1,76.37,76.01,52.0,28.0,23.0,85.0,94.5,91.1
2022-06-22 13:00:00,563.0,18.9,18.9,10.4,57.77,0.0,0.0,0.0,0.0,56.2,27.0,317.3,1009.0,53.2,17.3,877,3.2,9,10,Partially cloudy,partly-cloudy-day,Summer,49.528298794059616,642.0,622.0,293.0,18.5,16.0,14.3,59.08,67.1,76.37,562.0,52.0,28.0,60.0,85.0,94.5
2022-06-22 14:00:00,508.0,20.2,20.2,9.9,51.54,0.0,0.0,0.0,0.0,50.8,26.6,323.5,1009.0,74.1,24.1,459,1.7,5,10,Partially cloudy,partly-cloudy-day,Summer,40.50218084728278,563.0,642.0,622.0,18.9,18.5,16.0,57.77,59.08,67.1,877.0,562.0,52.0,53.2,60.0,85.0
2022-06-22 15:00:00,438.0,21.1,21.1,9.3,46.97,0.0,0.0,0.0,0.0,52.6,19.6,326.0,1009.5,71.1,32.2,766,2.8,8,10,Partially cloudy,partly-cloudy-day,Summer,30.9852344772072,508.0,563.0,642.0,20.2,18.9,18.5,51.54,57.77,59.08,459.0,877.0,562.0,74.1,53.2,60.0
2022-06-22 16:00:00,289.0,20.9,20.9,8.7,45.53,0.0,0.0,0.0,0.0,50.8,26.3,322.2,1010.0,82.1,22.3,475,1.7,5,10,Partially cloudy,partly-cloudy-day,Summer,21.464340078395736,438.0,508.0,563.0,21.1,20.2,18.9,46.97,51.54,57.77,766.0,459.0,877.0,71.1,74.1,53.2
2022-06-22 17:00:00,309.0,20.9,20.9,8.0,43.42,0.0,0.0,0.0,0.0,48.2,23.8,327.7,1009.0,77.7,23.5,458,1.6,5,10,Partially cloudy,partly-cloudy-day,Summer,12.294561124594084,289.0,438.0,508.0,20.9,21.1,20.2,45.53,46.97,51.54,475.0,766.0,459.0,82.1,71.1,74.1
2022-06-22 18:00:00,318.0,22.3,22.3,8.1,40.14,0.0,0.0,0.0,0.0,45.0,14.4,320.0,1009.8,60.0,32.2,544,2.0,5,10,Partially cloudy,partly-cloudy-day,Summer,3.8014036928458945,309.0,289.0,438.0,20.9,20.9,21.1,43.42,45.53,46.97,458.0,475.0,766.0,77.7,82.1,71.1
2022-06-22 19:00:00,295.0,20.0,20.0,8.9,48.78,0.0,0.0,0.0,0.0,41.4,17.6,325.9,1010.0,58.1,23.1,391,1.4,4,10,Partially cloudy,partly-cloudy-day,Summer,-3.6736336680729513,318.0,309.0,289.0,22.3,20.9,20.9,40.14,43.42,45.53,544.0,458.0,475.0,60.0,77.7,82.1
2022-06-22 20:00:00,79.0,19.3,19.3,9.6,53.41,0.0,0.0,0.0,0.0,32.0,13.3,329.7,1010.0,50.6,24.1,231,0.8,2,10,Partially cloudy,partly-cloudy-day,Summer,-9.741999945753678,295.0,318.0,309.0,20.0,22.3,20.9,48.78,40.14,43.42,391.0,544.0,458.0,58.1,60.0,77.7
2022-06-22 21:00:00,22.0,20.2,20.2,7.6,44.39,0.0,0.0,0.0,0.0,24.1,9.2,329.0,1010.6,46.6,15.5,79,0.3,1,10,Partially cloudy,partly-cloudy-day,Summer,-14.003953472085115,79.0,295.0,318.0,19.3,20.0,22.3,53.41,48.78,40.14,231.0,391.0,544.0,50.6,58.1,60.0
2022-06-23 06:00:00,2.0,10.0,10.0,8.5,90.55,0.0,0.0,0.0,0.0,11.9,2.0,260.0,1013.8,40.0,10.0,14,0.1,0,10,Partially cloudy,partly-cloudy-day,Summer,33.03014728084054,0.0,0.0,0.0,11.1,11.4,11.3,81.76,81.24,85.51,0.0,0.0,0.0,100.0,100.0,100.0
2022-06-23 07:00:00,16.0,12.8,12.8,8.5,75.1,0.0,0.0,0.0,0.0,13.3,7.6,339.7,1014.0,14.0,24.1,117,0.4,1,10,Clear,clear-day,Summer,42.48960983824914,2.0,0.0,0.0,10.0,11.1,11.4,90.55,81.76,81.24,14.0,0.0,0.0,40.0,100.0,100.0
2022-06-23 08:00:00,92.0,15.0,15.0,9.2,68.26,0.0,0.0,0.0,0.0,18.0,9.7,343.1,1014.0,100.0,24.1,268,1.0,3,10,Overcast,cloudy,Summer,51.31991775866924,16.0,2.0,0.0,12.8,10.0,11.1,75.1,90.55,81.76,117.0,14.0,0.0,14.0,40.0,100.0
2022-06-23 09:00:00,199.0,17.2,17.2,9.8,61.81,0.0,0.0,0.0,0.0,21.6,7.2,7.0,1014.7,57.7,15.5,429,1.5,4,10,Partially cloudy,partly-cloudy-day,Summer,58.59284898063742,92.0,16.0,2.0,15.0,12.8,10.0,68.26,75.1,90.55,268.0,117.0,14.0,100.0,14.0,40.0
2022-06-23 10:00:00,292.0,18.7,18.7,10.3,58.11,0.0,0.0,0.0,0.0,23.0,11.9,346.2,1015.0,100.0,24.1,557,2.0,6,10,Overcast,cloudy,Summer,62.74871268761967,199.0,92.0,16.0,17.2,15.0,12.8,61.81,68.26,75.1,429.0,268.0,117.0,57.7,100.0,14.0
2022-06-23 11:00:00,512.0,20.3,20.3,10.0,51.56,0.0,0.0,0.0,0.0,25.9,13.3,354.5,1015.0,100.0,24.1,541,1.9,5,10,Overcast,cloudy,Summer,62.22566587803251,292.0,199.0,92.0,18.7,17.2,15.0,58.11,61.81,68.26,557.0,429.0,268.0,100.0,57.7,100.0
2022-06-23 12:00:00,643.0,22.1,22.1,8.3,41.1,0.0,0.0,0.0,0.0,26.3,10.8,320.0,1015.1,71.1,32.2,610,2.2,6,10,Partially cloudy,partly-cloudy-day,Summer,57.258696193936366,512.0,292.0,199.0,20.3,18.7,17.2,51.56,58.11,61.81,541.0,557.0,429.0,100.0,100.0,57.7
2022-06-23 13:00:00,667.0,21.9,21.9,8.7,42.82,0.0,0.0,0.0,0.0,26.3,12.2,354.7,1015.0,100.0,24.1,708,2.5,7,10,Overcast,cloudy,Summer,49.55026501824645,643.0,512.0,292.0,22.1,20.3,18.7,41.1,51.56,58.11,610.0,541.0,557.0,71.1,100.0,100.0
2022-06-23 14:00:00,524.0,21.9,21.9,8.6,42.53,0.0,0.0,0.0,0.0,26.3,13.7,1.5,1015.0,100.0,24.1,581,2.1,6,10,Overcast,cloudy,Summer,40.52749263355022,667.0,643.0,512.0,21.9,22.1,20.3,42.82,41.1,51.56,708.0,610.0,541.0,100.0,71.1,100.0
2022-06-23 15:00:00,455.0,23.1,23.1,8.4,38.91,0.0,0.0,0.0,0.0,25.6,8.8,30.0,1015.2,76.6,32.2,809,2.9,8,10,Partially cloudy,partly-cloudy-day,Summer,31.011280254165037,524.0,667.0,643.0,21.9,21.9,22.1,42.53,42.82,41.1,581.0,708.0,610.0,100.0,100.0,71.1
2022-06-23 16:00:00,304.0,22.2,22.2,9.3,43.78,0.0,0.0,0.0,0.0,26.6,13.0,3.9,1015.0,100.0,24.1,766,2.8,8,10,Overcast,cloudy,Summer,21.489353902355738,455.0,524.0,667.0,23.1,21.9,21.9,38.91,42.53,42.82,809.0,581.0,708.0,76.6,100.0,100.0
2022-06-23 17:00:00,604.0,23.0,23.0,9.3,41.71,0.0,0.0,0.0,0.0,25.2,13.0,10.4,1015.0,100.0,24.1,528,1.9,5,10,Overcast,cloudy,Summer,12.317092118425256,304.0,455.0,524.0,22.2,23.1,21.9,43.78,38.91,42.53,766.0,809.0,581.0,100.0,76.6,100.0
2022-06-23 18:00:00,354.0,22.2,22.2,7.9,39.91,0.0,0.0,0.0,0.0,25.6,9.2,32.0,1015.1,76.6,32.2,232,0.8,2,10,Partially cloudy,partly-cloudy-day,Summer,3.820063308538793,604.0,304.0,455.0,23.0,22.2,23.1,41.71,43.78,38.91,528.0,766.0,809.0,100.0,100.0,76.6
2022-06-23 19:00:00,228.0,22.2,22.2,10.1,46.2,0.0,0.0,0.0,0.0,22.7,8.6,17.1,1015.0,93.2,24.1,120,0.4,1,10,Overcast,cloudy,Summer,-3.660311424080068,354.0,604.0,304.0,22.2,23.0,22.2,39.91,41.71,43.78,232.0,528.0,766.0,76.6,100.0,100.0
2022-06-23 20:00:00,115.0,21.0,21.0,11.0,52.79,0.0,0.0,0.0,0.0,16.2,6.1,17.4,1016.0,93.2,24.1,90,0.3,1,10,Overcast,cloudy,Summer,-9.735493699788718,228.0,354.0,604.0,22.2,22.2,23.0,46.2,39.91,41.71,120.0,232.0,528.0,93.2,76.6,100.0
2022-06-23 21:00:00,53.0,21.3,21.3,11.5,53.83,0.0,0.0,0.0,0.0,10.8,1.6,80.0,1015.8,76.6,15.5,30,0.1,0,10,Partially cloudy,partly-cloudy-day,Summer,-14.005572077158378,115.0,228.0,354.0,21.0,22.2,22.2,52.79,46.2,39.91,90.0,120.0,232.0,93.2,93.2,76.6
2022-06-24 06:00:00,6.0,13.4,13.4,11.5,88.35,0.0,0.0,0.0,0.0,7.9,2.0,360.0,1017.6,60.0,15.5,14,0.1,0,10,Partially cloudy,partly-cloudy-day,Summer,32.98396698079193,0.0,0.0,0.0,14.4,15.0,14.2,83.83,81.18,84.3,0.0,0.0,0.0,35.1,48.1,80.0
2022-06-24 07:00:00,24.0,15.8,15.8,12.6,81.28,0.0,0.0,0.0,0.0,7.9,4.3,14.3,1017.0,0.0,24.1,114,0.4,1,10,Clear,clear-day,Summer,42.444018991180904,6.0,0.0,0.0,13.4,14.4,15.0,88.35,83.83,81.18,14.0,0.0,0.0,60.0,35.1,48.1
2022-06-24 08:00:00,127.0,19.0,19.0,13.1,68.61,0.0,0.0,0.0,0.0,13.3,6.8,36.6,1018.0,13.2,24.1,243,0.9,2,10,Clear,clear-day,Summer,51.2767153870222,24.0,6.0,0.0,15.8,13.4,14.4,81.28,88.35,83.83,114.0,14.0,0.0,0.0,60.0,35.1
2022-06-24 09:00:00,362.0,20.7,20.7,12.3,58.35,0.0,0.0,0.0,0.0,17.6,5.2,81.0,1017.5,30.0,15.5,351,1.3,4,10,Partially cloudy,partly-cloudy-day,Summer,58.55574665553189,127.0,24.0,6.0,19.0,15.8,13.4,68.61,81.28,88.35,243.0,114.0,14.0,13.2,0.0,60.0
2022-06-24 10:00:00,554.0,22.0,22.0,12.8,55.91,0.0,0.0,0.0,0.0,19.4,9.0,60.5,1017.0,8.7,24.1,574,2.1,6,10,Clear,clear-day,Summer,62.72432309504502,362.0,127.0,24.0,20.7,19.0,15.8,58.35,68.61,81.28,351.0,243.0,114.0,30.0,13.2,0.0
2022-06-24 11:00:00,670.0,23.5,23.5,10.5,43.85,0.0,0.0,0.0,0.0,23.0,11.9,69.1,1017.0,35.9,24.1,715,2.6,7,10,Partially cloudy,partly-cloudy-day,Summer,62.21906533412223,554.0,362.0,127.0,22.0,20.7,19.0,55.91,58.35,68.61,574.0,351.0,243.0,8.7,30.0,13.2
2022-06-24 12:00:00,755.0,23.9,23.9,7.9,35.94,0.0,0.0,0.0,0.0,27.4,12.8,69.0,1017.0,62.2,32.2,819,2.9,8,10,Partially cloudy,partly-cloudy-day,Summer,57.26677522764171,670.0,554.0,362.0,23.5,22.0,20.7,43.85,55.91,58.35,715.0,574.0,351.0,35.9,8.7,30.0
2022-06-24 13:00:00,592.0,25.0,25.0,9.3,36.98,0.0,0.0,0.0,0.0,27.4,13.3,58.8,1016.0,35.4,24.1,887,3.2,9,10,Partially cloudy,partly-cloudy-day,Summer,49.56665533523984,755.0,670.0,554.0,23.9,23.5,22.0,35.94,43.85,55.91,819.0,715.0,574.0,62.2,35.9,8.7
2022-06-24 14:00:00,442.0,25.5,25.5,9.2,35.66,0.0,0.0,0.0,0.0,27.7,14.4,60.6,1016.0,43.3,24.1,908,3.3,9,10,Partially cloudy,partly-cloudy-day,Summer,40.5475783217607,592.0,755.0,670.0,25.0,23.9,23.5,36.98,35.94,43.85,887.0,819.0,715.0,35.4,62.2,35.9
2022-06-24 15:00:00,546.0,26.2,26.2,8.1,31.71,0.0,0.0,0.0,0.0,27.7,9.2,112.0,1015.5,55.5,32.2,879,3.2,9,10,Partially cloudy,partly-cloudy-day,Summer,31.03220521420013,442.0,592.0,755.0,25.5,25.0,23.9,35.66,36.98,35.94,908.0,887.0,819.0,43.3,35.4,62.2
2022-06-24 16:00:00,542.0,26.4,26.4,7.3,29.72,0.0,0.0,0.0,0.0,27.7,14.0,73.6,1015.0,23.0,24.1,804,2.9,8,10,Partially cloudy,partly-cloudy-day,Summer,21.509164689224328,546.0,442.0,592.0,26.2,25.5,25.0,31.71,35.66,36.98,879.0,908.0,887.0,55.5,43.3,35.4
2022-06-24 17:00:00,288.0,26.4,26.4,7.2,29.51,0.0,0.0,0.0,0.0,27.4,13.0,76.3,1015.0,24.3,24.1,692,2.5,7,10,Partially cloudy,partly-cloudy-day,Summer,12.334205411161355,542.0,546.0,442.0,26.4,26.2,25.5,29.72,31.71,35.66,804.0,879.0,908.0,23.0,55.5,43.3
2022-06-24 18:00:00,151.0,26.6,26.6,9.0,32.79,0.0,0.0,0.0,0.0,24.8,7.6,73.0,1014.4,35.5,32.2,552,2.0,6,10,Partially cloudy,partly-cloudy-day,Summer,3.8329665052176622,288.0,542.0,546.0,26.4,26.4,26.2,29.51,29.72,31.71,692.0,804.0,879.0,24.3,23.0,55.5
2022-06-24 19:00:00,156.0,25.5,25.5,7.9,32.65,0.0,0.0,0.0,0.0,20.9,9.0,78.2,1015.0,27.4,24.1,394,1.4,4,10,Partially cloudy,partly-cloudy-day,Summer,-3.6530685994623493,151.0,288.0,542.0,26.6,26.4,26.4,32.79,29.51,29.72,552.0,692.0,804.0,35.5,24.3,23.0
2022-06-24 20:00:00,85.0,24.5,24.5,9.0,37.34,0.0,0.0,0.0,0.0,16.9,6.8,72.7,1015.0,24.7,24.1,232,0.8,2,10,Partially cloudy,partly-cloudy-day,Summer,-9.735424031668996,156.0,151.0,288.0,25.5,26.6,26.4,32.65,32.79,29.51,394.0,552.0,692.0,27.4,35.5,24.3
2022-06-24 21:00:00,43.0,24.2,24.2,9.9,40.32,0.0,0.0,0.0,0.0,12.6,5.2,123.0,1014.4,30.0,15.5,87,0.3,1,10,Partially cloudy,partly-cloudy-day,Summer,-14.01390883777431,85.0,156.0,151.0,24.5,25.5,26.6,37.34,32.65,32.79,232.0,394.0,552.0,24.7,27.4,35.5
2022-06-25 06:00:00,8.0,10.8,10.8,9.6,92.23,0.0,0.0,0.0,0.0,4.0,0.0,33.7,1015.9,30.0,6.7,14,0.1,0,10,Partially cloudy,partly-cloudy-day,Summer,32.93307426588085,0.0,0.0,0.0,14.9,15.3,12.3,79.57,78.58,92.45,0.0,0.0,0.0,0.0,0.0,3.0
2022-06-25 07:00:00,32.0,16.2,16.2,12.2,77.18,0.0,0.0,0.0,0.0,4.7,2.9,52.1,1015.0,0.0,24.1,117,0.4,1,10,Clear,clear-day,Summer,42.39355658208046,8.0,0.0,0.0,10.8,14.9,15.3,92.23,79.57,78.58,14.0,0.0,0.0,30.0,0.0,0.0
2022-06-25 08:00:00,125.0,19.7,19.7,14.1,70.1,0.0,0.0,0.0,0.0,8.3,4.3,79.9,1015.0,0.0,24.1,268,1.0,3,10,Clear,clear-day,Summer,51.22820191472184,32.0,8.0,0.0,16.2,10.8,14.9,77.18,92.23,79.57,117.0,14.0,0.0,0.0,30.0,0.0
2022-06-25 09:00:00,325.0,21.9,21.9,13.1,57.2,0.0,0.0,0.0,0.0,12.6,5.2,81.0,1015.1,0.0,15.5,430,1.5,4,10,Clear,clear-day,Summer,58.51258763179754,125.0,32.0,8.0,19.7,16.2,10.8,70.1,77.18,92.23,268.0,117.0,14.0,0.0,0.0,30.0
2022-06-25 10:00:00,519.0,24.3,24.3,13.1,49.61,0.0,0.0,0.0,0.0,15.5,7.6,84.9,1016.0,0.0,24.1,585,2.1,6,10,Clear,clear-day,Summer,62.693127333349885,325.0,125.0,32.0,21.9,19.7,16.2,57.2,70.1,77.18,430.0,268.0,117.0,0.0,0.0,0.0
2022-06-25 11:00:00,682.0,25.8,25.8,11.5,40.84,0.0,0.0,0.0,0.0,16.9,7.9,84.9,1015.0,0.0,24.1,719,2.6,7,10,Clear,clear-day,Summer,62.20560851548997,519.0,325.0,125.0,24.3,21.9,19.7,49.61,57.2,70.1,585.0,430.0,268.0,0.0,0.0,0.0
2022-06-25 12:00:00,798.0,26.3,26.3,9.2,33.92,0.0,0.0,0.0,0.0,23.4,10.8,108.0,1014.9,40.0,32.2,820,3.0,8,10,Partially cloudy,partly-cloudy-day,Summer,57.26860821502309,682.0,519.0,325.0,25.8,24.3,21.9,40.84,49.61,57.2,719.0,585.0,430.0,0.0,0.0,0.0
2022-06-25 13:00:00,836.0,27.6,26.9,10.1,33.47,0.0,0.0,0.0,0.0,26.6,13.7,88.1,1014.0,47.6,24.1,881,3.2,9,10,Partially cloudy,partly-cloudy-day,Summer,49.577406949103825,798.0,682.0,519.0,26.3,25.8,24.3,33.92,40.84,49.61,820.0,719.0,585.0,40.0,0.0,0.0
2022-06-25 14:00:00,655.0,28.0,27.2,10.1,32.69,0.0,0.0,0.0,0.0,28.1,14.4,90.6,1014.0,51.0,24.1,895,3.2,9,10,Partially cloudy,partly-cloudy-day,Summer,40.56237357746842,836.0,798.0,682.0,27.6,26.3,25.8,33.47,33.92,40.84,881.0,820.0,719.0,47.6,40.0,0.0
2022-06-25 15:00:00,647.0,28.0,27.1,8.4,29.11,0.0,0.0,0.0,0.0,28.4,12.4,114.0,1014.2,40.0,32.2,854,3.1,9,10,Partially cloudy,partly-cloudy-day,Summer,31.047947101081682,655.0,836.0,798.0,28.0,27.6,26.3,32.69,33.47,33.92,895.0,881.0,820.0,51.0,47.6,40.0
2022-06-25 16:00:00,754.0,28.4,27.5,10.3,32.37,0.0,0.0,0.0,0.0,27.4,14.0,94.2,1014.0,54.2,24.1,796,2.9,8,10,Partially cloudy,partly-cloudy-day,Summer,21.5237194481508,647.0,655.0,836.0,28.0,28.0,27.6,29.11,32.69,33.47,854.0,895.0,881.0,40.0,51.0,47.6
2022-06-25 17:00:00,650.0,28.2,27.4,10.4,32.97,0.0,0.0,0.0,0.0,27.0,13.7,93.6,1014.0,53.7,24.1,685,2.5,7,10,Partially cloudy,partly-cloudy-day,Summer,12.345855760129629,754.0,647.0,655.0,28.4,28.0,28.0,32.37,29.11,32.69,796.0,854.0,895.0,54.2,40.0,51.0
2022-06-25 18:00:00,492.0,27.9,27.0,8.5,29.56,0.0,0.0,0.0,0.0,27.0,9.2,114.0,1013.9,30.0,32.2,542,2.0,5,10,Partially cloudy,partly-cloudy-day,Summer,3.8401248848112974,650.0,754.0,647.0,28.2,28.4,28.0,32.97,32.37,29.11,685.0,796.0,854.0,53.7,54.2,40.0
2022-06-25 19:00:00,296.0,27.2,26.7,10.0,34.03,0.0,0.0,0.0,0.0,27.0,13.3,94.1,1014.0,48.5,24.1,205,0.7,2,10,Partially cloudy,partly-cloudy-day,Summer,-3.6519429918119353,492.0,650.0,754.0,27.9,28.2,28.4,29.56,32.97,32.37,542.0,685.0,796.0,30.0,53.7,54.2
2022-06-25 20:00:00,102.0,26.4,26.4,10.4,36.64,0.0,0.0,0.0,0.0,25.2,11.5,87.3,1014.0,65.3,24.1,98,0.4,1,10,Partially cloudy,partly-cloudy-day,Summer,-9.741816699398159,296.0,492.0,650.0,27.2,27.9,28.2,34.03,29.56,32.97,205.0,542.0,685.0,48.5,30.0,53.7
2022-06-25 21:00:00,26.0,24.8,24.8,10.5,40.64,0.0,0.0,0.0,0.0,22.0,8.8,111.0,1014.4,30.0,32.2,76,0.3,1,10,Partially cloudy,partly-cloudy-day,Summer,-14.028975644053256,102.0,296.0,492.0,26.4,27.2,27.9,36.64,34.03,29.56,98.0,205.0,542.0,65.3,48.5,30.0
2022-06-26 06:00:00,8.0,15.3,15.3,10.9,74.79,0.0,0.0,0.0,0.0,11.2,4.8,110.0,1017.7,40.0,10.0,13,0.0,0,10,Partially cloudy,partly-cloudy-day,Summer,32.877535647973254,0.0,0.0,0.0,15.4,16.0,17.0,77.57,73.17,66.08,0.0,0.0,0.0,10.3,10.0,40.0
2022-06-26 07:00:00,32.0,17.4,17.4,12.4,72.46,0.0,0.0,0.0,0.0,13.0,7.2,81.1,1017.0,18.6,24.1,110,0.4,1,10,Clear,clear-day,Summer,42.338297910983044,8.0,0.0,0.0,15.3,15.4,16.0,74.79,77.57,73.17,13.0,0.0,0.0,40.0,10.3,10.0
2022-06-26 08:00:00,124.0,20.2,20.2,13.2,64.1,0.0,0.0,0.0,0.0,18.0,9.4,83.0,1018.0,5.5,24.1,256,0.9,3,10,Clear,clear-day,Summer,51.17444982431715,32.0,8.0,0.0,17.4,15.3,15.4,72.46,74.79,77.57,110.0,13.0,0.0,18.6,40.0,10.3
2022-06-26 09:00:00,324.0,22.6,22.6,13.8,57.58,0.0,0.0,0.0,0.0,21.2,12.4,91.0,1017.9,40.0,15.5,415,1.5,4,10,Partially cloudy,partly-cloudy-day,Summer,58.46343302321084,124.0,32.0,8.0,20.2,17.4,15.3,64.1,72.46,74.79,256.0,110.0,13.0,5.5,18.6,40.0
2022-06-26 10:00:00,511.0,25.2,25.2,12.8,46.1,0.0,0.0,0.0,0.0,27.4,14.0,97.8,1019.0,22.9,24.1,568,2.0,6,10,Partially cloudy,partly-cloudy-day,Summer,62.65515711753449,324.0,124.0,32.0,22.6,20.2,17.4,57.58,64.1,72.46,415.0,256.0,110.0,40.0,5.5,18.6
2022-06-26 11:00:00,647.0,26.0,26.0,11.6,40.63,0.0,0.0,0.0,0.0,33.1,16.6,108.3,1018.0,66.7,24.1,701,2.5,7,10,Partially cloudy,partly-cloudy-day,Summer,62.18528148659202,511.0,324.0,124.0,25.2,22.6,20.2,46.1,57.58,64.1,568.0,415.0,256.0,22.9,40.0,5.5
2022-06-26 12:00:00,760.0,26.7,26.7,12.2,40.62,0.0,0.0,0.0,0.0,34.2,10.8,104.0,1017.9,46.6,32.2,803,2.9,8,10,Partially cloudy,partly-cloudy-day,Summer,57.264148321745324,647.0,511.0,324.0,26.0,25.2,22.6,40.63,46.1,57.58,701.0,568.0,415.0,66.7,22.9,40.0
2022-06-26 13:00:00,724.0,27.5,26.9,10.7,35.04,0.0,0.0,0.0,0.0,35.3,17.6,113.4,1018.0,78.4,24.1,865,3.1,9,10,Partially cloudy,partly-cloudy-day,Summer,49.58245940219273,760.0,647.0,511.0,26.7,26.0,25.2,40.62,40.63,46.1,803.0,701.0,568.0,46.6,66.7,22.9
2022-06-26 14:00:00,777.0,28.4,27.5,10.7,33.25,0.0,0.0,0.0,0.0,33.8,16.6,106.1,1018.0,78.3,24.1,767,2.8,8,10,Partially cloudy,partly-cloudy-day,Summer,40.571814474425786,724.0,760.0,647.0,27.5,26.7,26.0,35.04,40.62,40.63,865.0,803.0,701.0,78.4,46.6,66.7
2022-06-26 15:00:00,762.0,28.3,27.9,13.5,40.22,0.0,0.0,0.0,0.0,33.5,12.4,109.0,1017.5,68.9,32.2,458,1.6,5,10,Partially cloudy,partly-cloudy-day,Summer,31.058442835937402,777.0,724.0,760.0,28.4,27.5,26.7,33.25,35.04,40.62,767.0,865.0,803.0,78.3,78.4,46.6
2022-06-26 16:00:00,675.0,28.6,27.8,11.6,34.88,0.0,0.0,0.0,0.0,33.1,15.8,102.5,1018.0,50.4,24.1,628,2.3,6,10,Partially cloudy,partly-cloudy-day,Summer,21.53295916592191,762.0,777.0,724.0,28.3,28.4,27.5,40.22,33.25,35.04,458.0,767.0,865.0,68.9,78.3,78.4
2022-06-26 17:00:00,488.0,28.7,27.9,11.6,34.68,0.0,0.0,0.0,0.0,31.0,14.0,102.6,1018.0,69.2,24.1,134,0.5,1,10,Partially cloudy,partly-cloudy-day,Summer,12.351991965967745,675.0,762.0,777.0,28.6,28.3,28.4,34.88,40.22,33.25,628.0,458.0,767.0,50.4,68.9,78.3
2022-06-26 18:00:00,481.0,27.6,27.5,13.6,42.12,0.0,0.0,0.0,0.0,27.4,10.4,114.0,1017.5,40.0,32.2,100,0.4,1,30,Partially cloudy,partly-cloudy-day,Summer,3.841489419655486,488.0,675.0,762.0,28.7,28.6,28.3,34.68,34.88,40.22,134.0,628.0,458.0,69.2,50.4,68.9
2022-06-26 19:00:00,251.0,27.8,27.3,11.8,37.03,0.0,0.0,0.0,0.0,25.2,11.9,100.6,1018.0,60.2,24.1,220,0.8,2,30,Partially cloudy,partly-cloudy-day,Summer,-3.656970559482016,481.0,488.0,675.0,27.6,28.7,28.6,42.12,34.68,34.88,100.0,134.0,628.0,40.0,69.2,50.4
2022-06-26 20:00:00,103.0,26.8,26.6,11.4,38.24,0.0,0.0,0.0,0.0,23.0,11.2,92.0,1018.0,24.9,24.1,223,0.8,2,30,Partially cloudy,partly-cloudy-day,Summer,-9.754695346165576,251.0,481.0,488.0,27.8,27.6,28.7,37.03,42.12,34.68,220.0,100.0,134.0,60.2,40.0,69.2
2022-06-26 21:00:00,34.0,25.3,25.3,14.6,51.71,0.0,0.0,0.0,0.0,20.9,5.2,57.0,1018.1,34.5,15.5,82,0.3,1,10,Partially cloudy,partly-cloudy-day,Summer,-14.05078203172981,103.0,251.0,481.0,26.8,27.8,27.6,38.24,37.03,42.12,223.0,220.0,100.0,24.9,60.2,40.0
2022-06-27 06:00:00,8.0,13.8,13.8,11.0,83.29,0.0,0.0,0.0,0.0,7.9,0.0,81.4,1020.7,48.9,10.0,12,0.0,0,10,Partially cloudy,partly-cloudy-day,Summer,32.817440135698455,0.0,0.0,0.0,16.4,16.9,16.1,85.15,83.03,76.79,0.0,0.0,0.0,16.3,72.4,30.0
2022-06-27 07:00:00,37.0,18.2,18.2,14.7,80.03,0.0,0.0,0.0,0.0,7.9,4.3,82.0,1020.0,100.0,24.1,88,0.3,1,10,Overcast,cloudy,Summer,42.278320405709366,8.0,0.0,0.0,13.8,16.4,16.9,83.29,85.15,83.03,12.0,0.0,0.0,48.9,16.3,72.4
